,city_numeric,street_numeric,area,number_of_rooms,floors,floor,price_per_square_m,total_price,build_year,0heating,Aeroterminis,Autonominis,Centrinis,Centrinis-kolektorinis,Dujinis,Elektrinis,Kietu kuru,Kitas,0furnishment,Dalinė apdaila,Neįrengtas / Statomas,Pilnai įrengtas,Reikalingas remontas,Suremontuotas,Tvarkingas,0building,Blokinis,Karkasinis,Medinis,Monolitas,Mūrinis
1251,7,44,38.0,1,10,10,1973.68,75000.0,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1252,109,391,51.84,2,1,1,2411.27,125000.0,1940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1253,47,281,38.0,2,5,4,2000.0,76000.0,1966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1254,47,77,124.0,5,2,1,1209.68,150000.0,1936,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1255,24,202,56.0,2,5,3,1107.14,62000.0,1991,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1256,75,510,155.23,5,8,8,1926.17,299000.0,1978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1257,47,394,43.0,2,5,5,1511.63,65000.0,1963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1258,109,341,66.01,2,3,1,3469.17,229000.0,1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1259,62,355,126.0,4,2,1,1507.94,190000.0,1957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1260,47,294,72.0,3,20,3,3027.78,218000.0,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1261,47,133,74.0,3,2,1,2567.57,190000.0,1909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1262,42,502,60.16,3,4,1,2250.0,135360.0,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1263,65,367,28.9,1,5,5,273.36,7900.0,1970,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1264,113,434,96.0,4,5,1,1197.92,115000.0,1974,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1265,62,22,121.0,4,2,2,1231.4,149000.0,1990,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1266,109,395,111.0,3,25,17,3603.6,400000.0,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1267,42,521,84.0,3,6,2,1845.24,155000.0,2021,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1268,110,532,61.0,3,5,5,1311.48,80000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1269,42,392,90.78,3,5,2,2203.12,199999.0,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1270,42,2,83.76,4,16,10,3000.0,251280.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1271,109,322,42.0,2,3,1,3642.86,153000.0,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1272,109,215,57.62,2,4,1,4252.0,245000.0,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1273,47,496,92.0,3,3,3,2119.57,195000.0,1936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1274,109,166,48.89,2,16,7,2650.85,129600.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1275,109,410,85.16,3,9,7,2242.84,191000.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1276,109,410,68.58,3,9,9,2449.69,168000.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1277,109,410,41.15,2,9,9,2575.94,106000.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1278,109,215,61.01,3,4,2,4392.72,268000.0,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1279,49,330,23.0,1,2,1,1304.35,30000.0,1948,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1280,47,250,55.0,2,10,8,1018.18,56000.0,1986,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1281,19,86,20.0,1,1,1,1200.0,24000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1282,7,44,69.0,3,9,6,1492.75,103000.0,2001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1283,47,77,90.0,3,9,7,3333.32,299999.0,2005,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1284,91,411,39.0,2,3,2,1461.54,57000.0,1954,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1285,113,132,34.0,1,2,2,1764.71,60000.0,1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1286,93,297,41.0,2,2,1,2682.93,110000.0,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1287,47,438,76.0,3,4,2,2236.84,170000.0,1960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1288,110,532,64.0,3,5,5,1093.75,70000.0,1975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1289,113,434,51.0,2,5,5,1372.55,70000.0,1966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1290,14,82,33.0,2,5,5,1272.73,42000.0,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1291,14,82,53.0,2,9,3,1396.23,74000.0,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1292,47,227,78.0,3,5,2,987.18,77000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1293,106,420,55.26,3,4,4,1483.89,82000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1294,47,194,96.0,4,6,4,1968.75,189000.0,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1295,47,47,60.0,2,5,1,1016.67,61000.0,1990,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1296,47,446,122.0,5,3,3,2049.18,250000.0,1903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1297,7,44,54.0,2,5,4,1666.67,90000.0,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1298,47,514,62.0,2,5,5,1209.68,75000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1299,47,351,60.0,3,5,1,1583.33,95000.0,1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1300,47,150,84.0,3,4,4,2976.19,250000.0,2016,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1301,47,438,84.0,3,4,2,2976.19,250000.0,1901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1302,70,305,85.0,3,5,2,1764.71,150000.0,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1303,106,420,46.73,2,4,4,1476.57,69000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1304,116,382,140.0,4,4,2,1642.86,230000.0,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1305,7,44,47.3,2,5,5,1183.93,56000.0,1980,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1306,47,375,38.0,2,4,4,2157.89,82000.0,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1307,47,194,101.0,3,18,5,1881.19,190000.0,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1308,47,536,80.0,3,4,4,1187.5,95000.0,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1309,106,420,30.35,1,4,4,1515.65,46000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1310,47,133,104.0,3,3,2,1298.08,135000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1311,47,217,87.0,4,5,4,1057.47,92000.0,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1312,23,219,64.0,2,34,25,3125.0,200000.0,2009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1313,109,166,56.24,3,16,3,2599.57,146200.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1314,42,262,72.58,3,2,1,716.45,52000.0,1937,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1315,109,166,48.35,2,16,9,2750.78,133000.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1316,109,166,55.68,3,16,9,2900.5,161500.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1317,109,166,56.24,3,16,5,2699.15,151800.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1318,75,510,48.35,2,4,2,3764.22,182000.0,2008,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1319,32,209,49.5,2,5,2,959.6,47500.0,1970,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1320,42,336,35.0,1,3,3,1857.14,65000.0,1934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1321,109,567,105.89,3,11,7,4627.44,490000.0,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1322,42,224,127.07,3,7,6,2478.95,315000.0,2008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1323,109,322,68.44,3,3,1,2293.98,157000.0,1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1324,1,240,80.53,3,9,4,1012.05,81500.0,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1325,42,521,107.0,4,6,3,1682.24,180000.0,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1326,47,275,36.65,1,3,3,1828.1,67000.0,1858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1327,109,166,56.24,3,16,8,2830.73,159200.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1328,42,2,83.79,4,16,3,2550.01,213665.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1329,42,2,45.46,2,16,4,2737.31,124438.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1330,18,301,60.54,3,5,5,708.62,42900.0,1968,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1331,109,166,56.99,3,16,7,2849.62,162400.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1332,109,166,44.84,2,16,2,2673.95,119900.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1333,109,166,47.56,2,16,2,2899.5,137900.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1334,109,166,47.3,2,16,2,2900.63,137200.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1335,109,166,49.42,2,16,2,2600.16,128500.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1336,109,377,84.0,4,11,8,2023.81,170000.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1337,109,377,39.1,2,11,6,3580.56,140000.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1338,109,377,74.02,3,11,4,2229.13,165000.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1339,109,377,54.21,2,11,10,2582.55,140000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1340,109,377,70.07,3,11,2,2283.43,160000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1341,42,357,20.08,1,3,3,846.61,17000.0,1930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1342,42,462,70.25,3,4,3,2100.0,147525.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1343,42,462,61.09,3,4,1,2100.0,128289.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1344,109,410,42.42,1,9,9,2640.26,112000.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1345,109,1,105.89,3,11,7,4627.44,490000.0,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1346,101,296,43.33,2,2,2,288.48,12500.0,1959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1347,109,377,57.88,3,11,10,2850.73,165000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1348,109,377,45.34,2,11,10,3198.06,145000.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1349,42,502,63.08,3,7,2,3500.0,220780.0,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1350,42,148,43.14,2,4,2,1400.0,60396.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1351,109,176,64.62,3,2,1,1980.81,128000.0,2022,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1352,42,395,32.0,2,3,3,2812.47,89999.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1353,20,206,76.28,3,3,2,3100.0,236468.0,2021,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1354,20,206,58.18,2,3,3,3400.0,197812.0,2021,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1355,109,495,111.01,3,5,5,6351.27,705055.0,2020,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1356,109,495,139.31,4,5,5,6296.78,877205.0,2020,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1357,109,495,111.01,3,5,5,6351.27,705055.0,2020,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1360,109,359,120.08,4,3,2,2165.22,260000.0,2003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1361,42,224,190.5,4,3,3,734.91,140000.0,1900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1362,42,424,163.0,4,14,14,2637.42,429900.0,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1363,109,14,47.1,2,5,5,1348.2,63500.0,1974,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1364,109,21,100.0,1,2,1,10000.0,1000000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1365,42,186,56.2,3,2,2,1761.57,99000.0,1932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1366,115,510,44.0,2,5,2,3577.27,157400.0,2017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1367,109,322,80.0,4,4,3,3500.0,280000.0,1940,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1368,42,49,65.0,3,5,5,1000.0,65000.0,1907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1369,109,16,87.0,3,4,2,4011.49,349000.0,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1370,82,510,48.0,2,3,1,331.25,15900.0,1973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1371,109,393,116.0,4,3,3,1974.14,229000.0,2003,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1372,109,64,45.02,2,5,5,1843.63,83000.0,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1373,0,139,52.14,2,3,3,515.92,26900.0,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1374,109,295,39.8,2,4,4,3982.41,158500.0,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1375,109,226,45.29,2,6,6,4173.11,189000.0,2001,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1376,109,314,76.21,2,4,4,2873.64,219000.0,1967,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1377,20,108,32.0,2,5,5,890.63,28500.0,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1378,116,439,36.0,1,5,3,1250.0,45000.0,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1379,47,150,59.28,2,4,2,2867.75,170000.0,2016,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1380,42,471,22.0,2,2,2,1272.73,28000.0,1930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1381,39,309,111.0,5,2,1,270.27,30000.0,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1382,42,521,70.33,3,6,1,1919.52,135000.0,2021,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1383,42,408,100.0,4,3,3,1850.0,185000.0,2020,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1384,106,442,103.49,3,2,1,376.85,39000.0,2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1385,75,475,40.0,2,4,4,1975.0,79000.0,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1386,109,562,71.0,3,12,2,2070.42,147000.0,1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1387,109,99,68.0,3,6,5,3970.59,270000.0,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1388,109,538,46.0,2,5,2,3595.65,165400.0,2017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1389,20,430,76.3,2,6,5,3420.71,261000.0,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1390,22,101,61.29,2,2,2,2592.95,158922.0,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1391,20,245,118.18,4,4,3,1350.0,159543.0,2018,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1392,47,363,7.25,3,5,5,7862.07,57000.0,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1393,47,258,57.0,2,4,4,1263.16,72000.0,1960,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1394,47,73,104.0,4,5,5,1490.38,155000.0,1965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1395,50,103,53.0,2,2,1,2590.91,137318.0,2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1396,47,258,57.19,2,4,4,1258.96,72000.0,1960,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1397,116,93,134.0,4,4,4,320.9,43000.0,1954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1398,45,352,74.0,3,2,1,1567.57,116000.0,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1399,109,21,200.0,0,0,0,50.0,10000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1400,47,305,55.35,2,9,9,684.73,37900.0,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1401,109,372,78.0,0,0,0,579.49,45200.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1402,47,268,48.91,2,5,5,1185.85,58000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1403,47,434,92.7,3,20,7,1073.35,99500.0,2009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1404,68,179,64.96,2,3,1,1616.38,105000.0,1985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1405,47,133,86.0,3,5,3,1104.65,95000.0,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1406,109,403,100.0,2,2,1,1000.0,100000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1407,20,430,54.64,2,5,1,3000.0,163920.0,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
