,city_numeric,street_numeric,area,number_of_rooms,floors,floor,price_per_square_m,total_price,build_year,0heating,Aeroterminis,Autonominis,Centrinis,Centrinis-kolektorinis,Dujinis,Elektrinis,Kietu kuru,Kitas,0furnishment,Dalinė apdaila,Neįrengtas / Statomas,Pilnai įrengtas,Reikalingas remontas,Suremontuotas,Tvarkingas,0building,Blokinis,Karkasinis,Medinis,Monolitas,Mūrinis
0,75,117,40.04,2,2,2,3596.4,144000.0,2021,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,109,307,33.7,2,5,4,2077.15,70000.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,109,501,63.91,3,9,6,1689.88,108000.0,1977,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,109,181,43.0,2,5,5,2162.79,93000.0,1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,109,490,68.8,3,9,5,1742.73,119900.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,109,383,38.19,2,3,1,3953.91,151000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6,109,476,59.0,2,1,1,2440.68,144000.0,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7,109,433,66.85,3,9,2,1715.78,114700.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8,42,496,55.0,3,1,1,1309.09,72000.0,1930,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9,63,520,53.5,2,5,5,1439.25,77000.0,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10,47,268,61.0,3,5,2,1639.34,100000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11,109,136,87.32,3,4,3,2508.02,219000.0,2009,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12,109,422,65.2,4,3,2,4447.85,290000.0,1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13,56,310,61.43,3,5,5,895.33,55000.0,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14,109,181,27.79,1,9,8,2878.73,80000.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15,99,194,62.76,3,5,5,860.42,54000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16,109,395,35.0,1,5,3,1857.14,65000.0,1975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17,42,210,43.72,2,5,3,1418.12,62000.0,1965,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18,92,331,53.5,2,4,1,934.58,50000.0,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19,109,373,60.71,2,6,5,2553.12,155000.0,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20,75,356,68.38,3,4,2,1754.9,120000.0,1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
21,109,335,52.13,2,12,2,1803.18,94000.0,2023,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,109,165,45.1,2,2,1,1374.72,62000.0,1968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,42,564,49.32,2,5,2,3031.22,149500.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,109,366,62.1,3,4,3,2882.45,179000.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,69,80,49.77,2,5,3,1105.08,55000.0,1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26,109,324,35.64,1,9,1,2382.15,84900.0,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
27,109,324,35.64,1,9,1,2382.15,84900.0,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28,117,269,48.88,2,5,4,869.48,42500.0,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
29,109,27,17.0,1,4,4,1588.24,27000.0,2022,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30,109,104,90.23,4,13,11,1872.99,169000.0,1990,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,109,58,50.64,2,3,2,4304.9,218000.0,1940,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
32,109,316,66.56,3,5,2,1938.1,129000.0,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,47,446,122.0,5,3,3,2131.15,260000.0,1906,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,109,25,63.5,3,9,4,1889.76,120000.0,1970,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
35,109,38,86.64,4,3,2,1846.72,160000.0,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,109,85,90.0,4,2,1,1866.67,168000.0,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,109,156,46.43,2,5,4,2087.01,96900.0,1968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38,47,87,69.0,3,5,3,2391.3,165000.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,47,111,33.0,1,9,2,2060.61,68000.0,1979,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40,47,434,64.0,3,25,5,2031.25,130000.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41,109,67,40.26,2,3,2,3700.94,149000.0,2013,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,109,252,62.41,2,6,3,2483.58,155000.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,42,173,28.3,1,3,3,2200.0,62260.0,2023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
44,109,286,61.6,3,5,4,1931.82,119000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
45,39,109,78.36,4,5,3,957.12,75000.0,1975,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
46,109,194,62.24,2,6,2,3835.15,238700.0,1912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47,94,77,54.47,2,5,1,1101.52,60000.0,1966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48,42,472,68.79,3,0,0,1584.53,109000.0,1927,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
49,106,420,47.0,2,4,4,1893.62,89000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,106,420,31.64,1,4,3,2180.78,69000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
51,117,269,64.04,3,5,4,819.8,52500.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
52,109,546,50.28,3,4,3,3778.84,190000.0,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
53,109,247,60.8,3,5,3,1725.33,104900.0,1976,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
54,42,434,38.86,2,9,6,3576.94,139000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
55,109,568,28.13,2,8,1,3195.88,89900.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56,109,427,53.56,2,2,2,2333.83,125000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
57,109,144,73.44,4,8,5,2852.67,209500.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
58,56,69,50.74,2,9,9,985.42,50000.0,1988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
59,42,533,51.0,2,5,3,1607.84,82000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
60,102,405,51.13,2,9,1,1271.27,65000.0,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
61,75,497,56.0,3,2,1,2767.86,155000.0,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
62,75,510,39.42,1,4,2,3200.0,126144.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
64,61,450,50.14,2,5,5,767.85,38500.0,1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
65,42,68,63.6,3,5,1,1415.09,90000.0,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
66,19,275,55.0,2,2,2,1181.82,65000.0,1972,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
67,42,306,76.0,3,2,1,1960.53,149000.0,2023,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
68,109,348,19.76,1,4,4,1918.02,37900.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,42,306,76.0,3,2,1,2460.53,187000.0,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70,42,278,54.89,3,4,3,2459.46,135000.0,1930,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71,42,210,44.0,2,5,5,1359.09,59800.0,1968,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
72,109,433,51.0,3,9,8,2235.29,114000.0,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
73,109,329,54.15,2,4,3,5484.76,297000.0,2021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74,109,23,57.0,3,5,3,2280.7,130000.0,1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
75,76,436,42.1,2,2,2,805.23,33900.0,1959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
76,42,465,33.35,1,5,1,1754.12,58500.0,1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
77,9,89,60.99,2,4,3,3689.13,225000.0,2012,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
78,1,564,63.76,3,9,9,948.87,60500.0,1971,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
79,42,100,41.51,2,7,1,3500.0,145285.0,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
80,42,100,51.06,2,7,1,3500.0,178710.0,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
81,109,329,47.89,2,3,1,8926.71,427500.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
82,42,368,37.0,2,5,5,1618.92,59900.0,1987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
83,76,326,56.0,1,5,4,928.57,52000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
84,109,490,37.47,2,3,3,2908.99,109000.0,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
85,42,39,50.56,2,5,1,1641.61,83000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
86,109,432,38.15,2,4,4,3538.66,135000.0,1960,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
87,42,260,51.23,2,5,2,1249.27,64000.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
88,109,390,70.38,3,3,3,2983.8,210000.0,2006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
89,21,90,90.1,4,2,1,1276.36,115000.0,2022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
90,42,220,37.41,1,5,5,1390.0,52000.0,1988,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
91,42,328,61.78,3,5,2,1536.1,94900.0,1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
92,47,291,47.0,2,5,2,1457.45,68500.0,1975,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
93,111,489,50.0,2,5,1,660.0,33000.0,1985,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
94,109,421,17.54,1,5,2,4675.03,82000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
95,109,510,73.3,3,3,3,3274.22,240000.0,1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
96,109,199,44.21,2,6,3,3505.99,155000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,47,236,40.0,2,3,2,2500.0,100000.0,1950,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98,37,77,74.49,2,2,2,240.3,17900.0,1918,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
99,53,510,63.1,3,5,4,711.57,44900.0,1977,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
100,42,349,44.0,2,5,4,1931.82,85000.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
101,47,47,78.04,3,9,4,1089.19,85000.0,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
102,109,433,50.0,2,9,6,1998.0,99900.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
103,109,158,20.67,1,4,3,2177.07,45000.0,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
104,109,253,82.74,3,5,4,4471.84,370000.0,1860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
105,80,414,54.14,2,5,5,1200.59,65000.0,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
106,109,253,82.74,3,5,4,4471.84,370000.0,1860,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
107,109,377,80.44,4,9,6,1491.8,120000.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
108,109,433,62.0,3,5,4,1806.45,112000.0,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
109,6,304,60.8,3,2,2,1134.87,69000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
110,109,18,52.0,2,5,1,6442.31,335000.0,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
111,109,443,57.63,2,11,10,3123.37,180000.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
112,109,15,63.8,3,9,4,1644.2,104900.0,1974,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
113,109,259,44.68,2,5,1,4140.56,185000.0,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
114,109,84,49.68,3,5,2,2807.97,139500.0,1978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
115,42,9,64.0,2,4,2,2343.75,150000.0,2008,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
116,109,38,86.64,4,2,1,1846.72,160000.0,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
117,76,282,64.36,3,5,4,1134.24,73000.0,1992,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
118,109,231,54.45,3,2,1,4683.2,255000.0,1940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
119,42,2,45.94,2,6,1,2224.99,102216.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
120,109,400,70.83,3,5,1,2696.6,191000.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
121,47,275,44.0,2,4,2,1704.55,75000.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
122,109,228,50.59,2,4,4,3538.25,179000.0,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
123,42,5,52.43,2,5,1,2384.13,125000.0,1961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
124,42,328,54.92,3,4,1,2476.33,136000.0,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
125,109,232,28.62,2,2,2,1432.56,41000.0,1940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
126,109,308,42.07,2,8,7,3090.09,130000.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
127,61,331,43.29,1,5,4,981.75,42500.0,1988,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
128,109,339,44.62,2,4,4,3204.84,143000.0,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
129,47,219,82.0,3,34,17,2012.2,165000.0,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
130,60,194,46.3,2,5,4,946.0,43800.0,1968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
131,109,249,45.06,2,9,2,4860.19,219000.0,2018,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
132,42,327,90.0,3,3,3,2500.0,225000.0,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
133,42,24,77.11,3,1,1,1423.94,109800.0,2022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
134,42,349,39.64,2,9,9,2522.7,100000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
135,109,408,32.81,1,3,2,5547.09,182000.0,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
136,109,181,43.0,2,5,5,2162.79,93000.0,1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
137,109,443,58.25,2,11,3,3072.96,179000.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
138,42,210,47.0,3,5,5,1472.34,69200.0,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
139,109,295,45.0,2,7,2,4266.67,192000.0,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
140,109,126,77.39,3,9,3,2209.59,171000.0,2009,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
141,117,439,24.83,1,2,1,803.46,19950.0,1910,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
142,74,408,76.5,3,3,1,652.29,49900.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
143,109,433,62.9,3,9,5,1732.91,109000.0,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
144,42,2,62.77,3,6,3,2450.0,153786.5,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
145,4,423,95.85,3,4,2,1199.79,115000.0,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
146,42,28,16.3,1,5,5,2699.33,43999.0,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
147,47,434,43.0,2,5,4,1906.98,82000.0,1970,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
148,109,38,76.97,3,2,1,2063.14,158800.0,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
149,76,406,44.36,2,5,5,935.53,41500.0,1965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150,109,277,43.92,2,5,4,2709.47,119000.0,1967,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
151,109,390,42.06,2,3,1,3209.68,134999.0,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
152,109,554,26.14,1,9,2,2674.06,69900.0,1976,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
153,42,462,30.42,1,12,8,1545.04,47000.0,1972,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
154,42,2,52.7,2,6,6,2300.0,121210.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
155,42,159,45.11,2,5,4,1013.08,45700.0,1975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
156,109,246,48.3,2,12,5,2277.43,110000.0,1975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
157,42,60,153.78,4,6,5,4545.45,699000.0,2022,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
158,47,82,52.46,2,9,7,1505.91,79000.0,1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
159,109,38,86.64,4,2,1,2770.08,240000.0,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
160,109,504,90.0,4,2,1,1866.67,168000.0,2022,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
161,109,65,36.89,1,9,8,2027.65,74800.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
162,109,487,70.04,4,2,2,842.38,59000.0,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
163,109,513,49.17,2,4,3,3559.08,175000.0,1981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
164,48,203,78.0,3,5,5,1256.41,98000.0,1986,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
165,47,345,78.0,3,5,5,897.44,70000.0,1988,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
166,117,376,58.45,3,3,2,1500.0,87675.0,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
167,42,88,50.08,2,5,1,1595.45,79900.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
168,109,384,66.01,3,9,9,1620.97,107000.0,1989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
169,47,146,75.0,3,3,2,2333.33,175000.0,1960,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
170,47,236,57.0,2,4,3,2543.68,144990.0,1959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
171,109,530,63.7,3,9,6,1679.75,107000.0,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
172,109,501,64.0,3,9,2,1875.0,120000.0,1977,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
173,109,42,47.12,2,6,6,3034.8,143000.0,2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
174,109,433,81.22,4,6,3,2548.63,207000.0,2006,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
175,109,433,81.22,3,6,3,2548.63,207000.0,2006,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
176,109,141,38.0,1,3,2,2631.58,100000.0,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
177,109,23,27.0,1,5,1,2774.07,74900.0,1964,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
178,32,238,43.83,2,5,4,981.06,43000.0,1970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
179,42,539,66.92,3,3,3,2353.56,157500.0,1901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
180,42,210,44.35,2,5,2,1995.49,88500.0,1968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
181,109,265,55.44,2,9,2,1623.38,90000.0,1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
182,117,376,38.07,2,3,1,1350.0,51394.5,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
183,42,365,78.52,3,5,5,1782.99,140000.0,2007,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
184,42,2,52.29,2,3,2,2008.03,105000.0,1957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
185,109,99,46.8,2,5,3,2115.38,99000.0,1969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
186,109,395,62.65,2,3,3,1447.73,90700.0,1956,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
187,109,395,101.75,5,3,3,1353.32,137700.0,1956,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
188,43,309,49.8,2,2,2,803.21,40000.0,1981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
189,59,200,62.31,2,2,1,609.84,37999.0,1970,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
